team,QB rank,wk 12,wk 13,wk 14,wk 15,  ,team,RB rank,wk 12,wk 13,wk 14,wk 15,  ,team,WR rank,wk 12,wk 13,wk 14,wk 15,  ,team,TE rank,wk 12,wk 13,wk 14,wk 15,  ,team,K rank,wk 12,wk 13,wk 14,wk 15,  
NE,54.25714285714286,NYJ -  Ryan Fitzpatrick Geno Smith,LA -  Case Keenum,BAL -  Joe Flacco,DEN -  Trevor Siemian Paxton Lynch,  ,NYJ,26.600000000000005,NE -  LeGarrette Blount James White D.J. Foster Brandon Bolden,IND -  Frank Gore Robert Turbin Josh Ferguson Jordan Todman,SF -  Carlos Hyde Shaun Draughn DuJuan Harris Mike Davis,MIA -  Jay Ajayi Kenyan Drake Damien Williams,  ,TB,39.26666666666667,SEA -  Doug Baldwin Jermaine Kearse Tyler Lockett Paul Richardson Tanner McEvoy,SD -  Tyrell Williams Travis Benjamin Dontrelle Inman Keenan Allen Dexter McCluster Griff Whalen,NO -  Brandin Cooks Michael Thomas Willie Snead Brandon Coleman Tommylee Lewis Jake Lampman,DAL -  Cole Beasley Terrance Williams Dez Bryant Brice Butler Lucky Whitehead,  ,NYG,10.485714285714284,CLE -  Gary Barnidge Connor Hamlett Randall Telfer,PIT -  Jesse James Xavier Grimble David Johnson,DAL -  Jason Witten Geoff Swaim Gavin Escobar,DET -  Eric Ebron Clay Harbor Cole Wick Khari Lee,  ,MIA,6.285714285714286,SF -  Phil Dawson,BAL -  Justin Tucker,ARI -  Chandler Catanzaro,NYJ -  Nick Folk,  
GB,53.93333333333333,PHI -  Carson Wentz,HOU -  Brock Osweiler,SEA -  Russell Wilson Trevone Boykin,CHI -  Brian Hoyer Jay Cutler Matt Barkley,  ,MIN,26.5,DET -  Theo Riddick Ameer Abdullah Dwayne Washington Justin Forsett,DAL -  Ezekiel Elliott Alfred Morris Lance Dunbar Rod Smith,JAC -  T.J. Yeldon Chris Ivory Denard Robinson Corey Grant,IND -  Frank Gore Robert Turbin Josh Ferguson Jordan Todman,  ,NE,39.0,NYJ -  Brandon Marshall Quincy Enunwa Eric Decker Robby Anderson Charone Peake Jalin Marshall,LA -  Kenny Britt Brian Quick Tavon Austin Bradley Marquez Pharoh Cooper Mike Thomas,BAL -  Mike Wallace Steve Smith Breshad Perriman Kamar Aiken Chris Moore Devin Hester,DEN -  Emmanuel Sanders Demaryius Thomas Jordan Norwood Bennie Fowler Jordan Taylor Cody Latimer,  ,WAS,10.142857142857144,DAL -  Jason Witten Geoff Swaim Gavin Escobar,ARI -  Jermaine Gresham Darren Fells Ifeanyi Momah Troy Niklas Hakeem Valles,PHI -  Zach Ertz Trey Burton Brent Celek,CAR -  Greg Olsen Ed Dickson,  ,WAS,6.142857142857143,DAL -  Dan Bailey,ARI -  Chandler Catanzaro,PHI -  Caleb Sturgis,CAR -  Graham Gano,  
JAC,52.53333333333333,BUF -  Tyrod Taylor EJ Manuel,DEN -  Trevor Siemian Paxton Lynch,MIN -  Sam Bradford Shaun Hill,HOU -  Brock Osweiler,  ,TEN,26.45714285714286,CHI -  Jordan Howard Jeremy Langford Ka'Deem Carey,BYE,DEN -  C.J. Anderson Devontae Booker Kapri Bibbs,KC -  Spencer Ware Charcandrick West Jamaal Charles,  ,TEN,38.28571428571429,CHI -  Alshon Jeffery Eddie Royal Cameron Meredith Kevin White Josh Bellamy Deonte Thompson,BYE,DEN -  Emmanuel Sanders Demaryius Thomas Jordan Norwood Bennie Fowler Jordan Taylor Cody Latimer,KC -  Jeremy Maclin Chris Conley Tyreek Hill Albert Wilson De'Anthony Thomas Demarcus Robinson,  ,LA,9.428571428571429,NO -  Coby Fleener Josh Hill,NE -  Rob Gronkowski Martellus Bennett,ATL -  Jacob Tamme Austin Hooper Levine Toilolo,SEA -  Jimmy Graham Luke Willson Brandon Williams Nick Vannett George Fant,  ,KC,5.666666666666667,DEN -  Brandon McManus,ATL -  Matt Bryant,OAK -  Sebastian Janikowski,TEN -  Ryan Succop,  
WAS,52.39999999999999,DAL -  Dak Prescott,ARI -  Carson Palmer Drew Stanton,PHI -  Carson Wentz,CAR -  Cam Newton Derek Anderson Joe Webb,  ,NYG,26.08571428571429,CLE -  Isaiah Crowell Duke Johnson George Atkinson,PIT -  Le'Veon Bell DeAngelo Williams Fitzgerald Toussaint,DAL -  Ezekiel Elliott Alfred Morris Lance Dunbar Rod Smith,DET -  Theo Riddick Ameer Abdullah Dwayne Washington Justin Forsett,  ,ARI,36.771428571428565,ATL -  Julio Jones Mohamed Sanu Taylor Gabriel Aldrick Robinson Justin Hardy Eric Weems,WAS -  Jamison Crowder DeSean Jackson Pierre Garcon Josh Doctson Ryan Grant Rashad Ross,MIA -  Jarvis Landry Kenny Stills DeVante Parker Leonte Carroo Jakeem Grant,NO -  Brandin Cooks Michael Thomas Willie Snead Brandon Coleman Tommylee Lewis Jake Lampman,  ,SEA,9.200000000000001,TB -  Cameron Brate Brandon Myers,CAR -  Greg Olsen Ed Dickson,GB -  Richard Rodgers Jared Cook Justin Perillo,LA -  Lance Kendricks Tyler Higbee Cory Harkey Temarrick Hemingway,  ,DAL,5.333333333333333,WAS -  Dustin Hopkins,MIN -  Blair Walsh,NYG -  Robbie Gould,TB -  Roberto Aguayo,  
BAL,51.17142857142858,CIN -  Andy Dalton,MIA -  Ryan Tannehill,NE -  Tom Brady Jimmy Garoppolo Jacoby Brissett,PHI -  Carson Wentz,  ,BAL,25.971428571428568,CIN -  Jeremy Hill Giovani Bernard Rex Burkhead,MIA -  Jay Ajayi Kenyan Drake Damien Williams,NE -  LeGarrette Blount James White D.J. Foster Brandon Bolden,PHI -  Ryan Mathews Darren Sproles Wendell Smallwood Kenjon Barner,  ,IND,36.42857142857143,PIT -  Antonio Brown Sammie Coates Eli Rogers Cobi Hamilton Darrius Heyward-Bey Markus Wheaton,NYJ -  Brandon Marshall Quincy Enunwa Eric Decker Robby Anderson Charone Peake Jalin Marshall,HOU -  DeAndre Hopkins Will Fuller Jaelen Strong Braxton Miller Keith Mumphery,MIN -  Stefon Diggs Adam Thielen Cordarrelle Patterson Charles Johnson Jarius Wright Laquon Treadwell,  ,CHI,9.057142857142857,TEN -  Delanie Walker Jace Amaro Anthony Fasano Phillip Supernaw,SF -  Vance McDonald Garrett Celek Blake Bell Je'Ron Hamm,DET -  Eric Ebron Clay Harbor Cole Wick Khari Lee,GB -  Richard Rodgers Jared Cook Justin Perillo,  ,CIN,5.142857142857143,BAL -  Justin Tucker,PHI -  Caleb Sturgis,CLE -  Cody Parkey Patrick Murray,PIT -  Chris Boswell,  
BUF,48.94285714285714,JAC -  Blake Bortles,OAK -  Derek Carr,PIT -  Ben Roethlisberger Landry Jones,CLE -  Cody Kessler Josh McCown Robert Griffin III Kevin Hogan,  ,JAC,25.5,BUF -  LeSean McCoy Mike Gillislee Jonathan Williams Jerome Felton Reggie Bush,DEN -  C.J. Anderson Devontae Booker Kapri Bibbs,MIN -  Jerick McKinnon Matt Asiata Adrian Peterson Ronnie Hillman,HOU -  Lamar Miller Alfred Blue Jonathan Grimes Tyler Ervin,  ,PHI,36.166666666666664,GB -  Randall Cobb Davante Adams Jordy Nelson Ty Montgomery Jeff Janis Jared Abbrederis Trevor Davis,CIN -  A.J. Green Brandon LaFell Tyler Boyd James Wright Alex Erickson Cody Core,WAS -  Jamison Crowder DeSean Jackson Pierre Garcon Josh Doctson Ryan Grant Rashad Ross,BAL -  Mike Wallace Steve Smith Breshad Perriman Kamar Aiken Chris Moore Devin Hester,  ,KC,8.066666666666668,DEN -  Virgil Green Jeff Heuerman John Phillips,ATL -  Jacob Tamme Austin Hooper Levine Toilolo,OAK -  Clive Walford Mychal Rivera Lee Smith,TEN -  Delanie Walker Jace Amaro Anthony Fasano Phillip Supernaw,  ,SEA,5.0,TB -  Roberto Aguayo,CAR -  Graham Gano,GB -  Mason Crosby,LA -  Greg Zuerlein,  
SEA,46.76666666666667,TB -  Jameis Winston,CAR -  Cam Newton Derek Anderson Joe Webb,GB -  Aaron Rodgers,LA -  Case Keenum,  ,CAR,24.600000000000005,OAK -  DeAndre Washington Latavius Murray Jalen Richard Taiwan Jones,SEA -  Christine Michael Thomas Rawls Alex Collins C.J. Spiller C.J. Prosise,SD -  Melvin Gordon Danny Woodhead Kenneth Farrow,WAS -  Matt Jones Chris Thompson Rob Kelley,  ,SEA,35.56666666666666,TB -  Mike Evans Adam Humphries Vincent Jackson Russell Shepard Cecil Shorts Freddie Martino,CAR -  Kelvin Benjamin Ted Ginn Corey Brown Devin Funchess,GB -  Randall Cobb Davante Adams Jordy Nelson Ty Montgomery Jeff Janis Jared Abbrederis Trevor Davis,LA -  Kenny Britt Brian Quick Tavon Austin Bradley Marquez Pharoh Cooper Mike Thomas,  ,BAL,7.2,CIN -  C.J. Uzomah Tyler Kroft Tyler Eifert,MIA -  Dion Sims MarQueis Gray Jordan Cameron Dominique Jones,NE -  Rob Gronkowski Martellus Bennett,PHI -  Zach Ertz Trey Burton Brent Celek,  ,ARI,4.857142857142857,ATL -  Matt Bryant,WAS -  Dustin Hopkins,MIA -  Andrew Franks,NO -  Wil Lutz,  
PHI,43.26666666666667,GB -  Aaron Rodgers,CIN -  Andy Dalton,WAS -  Kirk Cousins,BAL -  Joe Flacco,  ,DAL,24.2,WAS -  Matt Jones Chris Thompson Rob Kelley,MIN -  Jerick McKinnon Matt Asiata Adrian Peterson Ronnie Hillman,NYG -  Shane Vereen Rashad Jennings Orleans Darkwa Bobby Rainey Paul Perkins,TB -  Jacquizz Rodgers Charles Sims Peyton Barber Doug Martin Antone Smith Alan Cross,  ,PIT,34.48571428571428,IND -  T.Y. Hilton Phillip Dorsett Chester Rogers Donte Moncrief Quan Bray Devin Street,NYG -  Odell Beckham Sterling Shepard Victor Cruz Roger Lewis Dwayne Harris Tavarres King,BUF -  Marquise Goodwin Robert Woods Greg Salas Walt Powell Sammy Watkins Justin Hunter Brandon Tate,CIN -  A.J. Green Brandon LaFell Tyler Boyd James Wright Alex Erickson Cody Core,  ,HOU,7.057142857142857,SD -  Hunter Henry Antonio Gates Sean McGrath,GB -  Richard Rodgers Jared Cook Justin Perillo,IND -  Jack Doyle Dwayne Allen Erik Swoope,JAC -  Julius Thomas Marcedes Lewis Neal Sterling Ben Koyack,  ,NE,4.428571428571429,NYJ -  Nick Folk,LA -  Greg Zuerlein,BAL -  Justin Tucker,DEN -  Brandon McManus,  
ARI,43.142857142857146,ATL -  Matt Ryan,WAS -  Kirk Cousins,MIA -  Ryan Tannehill,NO -  Drew Brees,  ,CHI,22.68571428571428,TEN -  DeMarco Murray Derrick Henry Antonio Andrews,SF -  Carlos Hyde Shaun Draughn DuJuan Harris Mike Davis,DET -  Theo Riddick Ameer Abdullah Dwayne Washington Justin Forsett,GB -  Eddie Lacy James Starks Don Jackson Knile Davis,  ,CIN,34.45714285714286,BAL -  Mike Wallace Steve Smith Breshad Perriman Kamar Aiken Chris Moore Devin Hester,PHI -  Jordan Matthews Nelson Agholor Dorial Green-Beckham Josh Huff,CLE -  Terrelle Pryor Andrew Hawkins Corey Coleman Ricardo Louis Rashard Higgins Jordan Payton,PIT -  Antonio Brown Sammie Coates Eli Rogers Cobi Hamilton Darrius Heyward-Bey Markus Wheaton,  ,JAC,6.533333333333334,BUF -  Charles Clay Nick O'Leary,DEN -  Virgil Green Jeff Heuerman John Phillips,MIN -  Kyle Rudolph Rhett Ellison MyCole Pruitt,HOU -  C.J. Fiedorowicz Ryan Griffin Stephen Anderson,  ,LA,4.285714285714286,NO -  Wil Lutz,NE -  Stephen Gostkowski,ATL -  Matt Bryant,SEA -  Stephen Hauschka,  
HOU,43.142857142857146,SD -  Philip Rivers Kellen Clemens,GB -  Aaron Rodgers,IND -  Andrew Luck,JAC -  Blake Bortles,  ,SEA,22.400000000000002,TB -  Jacquizz Rodgers Charles Sims Peyton Barber Doug Martin Antone Smith Alan Cross,CAR -  Fozzy Whittaker Jonathan Stewart Cameron Artis-Payne,GB -  Eddie Lacy James Starks Don Jackson Knile Davis,LA -  Todd Gurley Benny Cunningham Malcolm Brown Chase Reynolds,  ,HOU,32.51428571428571,SD -  Tyrell Williams Travis Benjamin Dontrelle Inman Keenan Allen Dexter McCluster Griff Whalen,GB -  Randall Cobb Davante Adams Jordy Nelson Ty Montgomery Jeff Janis Jared Abbrederis Trevor Davis,IND -  T.Y. Hilton Phillip Dorsett Chester Rogers Donte Moncrief Quan Bray Devin Street,JAC -  Allen Hurns Marqise Lee Allen Robinson Arrelious Benn Rashad Greene Bryan Walters,  ,BUF,6.514285714285714,JAC -  Julius Thomas Marcedes Lewis Neal Sterling Ben Koyack,OAK -  Clive Walford Mychal Rivera Lee Smith,PIT -  Jesse James Xavier Grimble David Johnson,CLE -  Gary Barnidge Connor Hamlett Randall Telfer,  ,PHI,4.166666666666667,GB -  Mason Crosby,CIN -  Mike Nugent,WAS -  Dustin Hopkins,BAL -  Justin Tucker,  
MIN,41.9,DET -  Matthew Stafford,DAL -  Dak Prescott,JAC -  Blake Bortles,IND -  Andrew Luck,  ,ARI,22.085714285714293,ATL -  Devonta Freeman Tevin Coleman,WAS -  Matt Jones Chris Thompson Rob Kelley,MIA -  Jay Ajayi Kenyan Drake Damien Williams,NO -  Mark Ingram Tim Hightower Daniel Lasco Travaris Cadet Marcus Murphy,  ,MIN,26.33333333333334,DET -  Marvin Jones Golden Tate Anquan Boldin Andre Roberts,DAL -  Cole Beasley Terrance Williams Dez Bryant Brice Butler Lucky Whitehead,JAC -  Allen Hurns Marqise Lee Allen Robinson Arrelious Benn Rashad Greene Bryan Walters,IND -  T.Y. Hilton Phillip Dorsett Chester Rogers Donte Moncrief Quan Bray Devin Street,  ,PHI,5.933333333333334,GB -  Richard Rodgers Jared Cook Justin Perillo,CIN -  C.J. Uzomah Tyler Kroft Tyler Eifert,WAS -  Jordan Reed Vernon Davis Niles Paul,BAL -  Dennis Pitta Crockett Gillmore Maxx Williams Darren Waller,  ,MIN,3.6666666666666665,DET -  Matt Prater,DAL -  Dan Bailey,JAC -  Jason Myers,IND -  Adam Vinatieri,  
DEN,39.25714285714285,KC -  Alex Smith,JAC -  Blake Bortles,TEN -  Marcus Mariota Matt Cassel,NE -  Tom Brady Jimmy Garoppolo Jacoby Brissett,  ,GB,20.100000000000005,PHI -  Ryan Mathews Darren Sproles Wendell Smallwood Kenjon Barner,HOU -  Lamar Miller Alfred Blue Jonathan Grimes Tyler Ervin,SEA -  Christine Michael Thomas Rawls Alex Collins C.J. Spiller C.J. Prosise,CHI -  Jordan Howard Jeremy Langford Ka'Deem Carey,  ,DEN,20.057142857142853,KC -  Jeremy Maclin Chris Conley Tyreek Hill Albert Wilson De'Anthony Thomas Demarcus Robinson,JAC -  Allen Hurns Marqise Lee Allen Robinson Arrelious Benn Rashad Greene Bryan Walters,TEN -  Rishard Matthews Tajae Sharpe Kendall Wright Andre Johnson Harry Douglas Marc Mariani,NE -  Julian Edelman Chris Hogan Danny Amendola Malcolm Mitchell Matthew Slater,  ,ARI,4.885714285714286,ATL -  Jacob Tamme Austin Hooper Levine Toilolo,WAS -  Jordan Reed Vernon Davis Niles Paul,MIA -  Dion Sims MarQueis Gray Jordan Cameron Dominique Jones,NO -  Coby Fleener Josh Hill,  ,BAL,2.2857142857142856,CIN -  Mike Nugent,MIA -  Andrew Franks,NE -  Stephen Gostkowski,PHI -  Caleb Sturgis,  
